No.;Time;Comment;Scramble;Date;P.1
10913;12.56+;;F' R2 F2 D2 R2 D U' R2 U' B2 U' L' U B' F L D2 U2 R B';2026-02-25 12:07:30;10.56
10914;12.25;;B2 U L2 U R2 D' L2 B2 R2 F L' R F D U2 F D U;2026-02-25 12:07:56;12.25
10915;9.40;;U2 F2 R' U F' R U2 L' F U2 L' U2 B2 L2 B2 D2 R U2;2026-02-25 12:08:32;9.4
10916;9.54;;D B2 R' U2 R U2 B2 R F2 L2 D2 U2 F' R' U F L2 U B' U F;2026-02-25 12:08:51;9.54
10917;8.79;;B U D' F' R' L B' L2 U' L U' R2 D R2 U L2 F2 U' D' B2 R2;2026-02-25 12:09:43;8.79
10918;9.87;;U2 D F R' U' B2 R2 U B' U2 F2 U2 F2 L2 F2 D' F2 U2 L2 F2 U;2026-02-25 12:10:02;9.87
10919;7.87;;D' B' L' F2 D2 U2 L2 R D2 R' D2 U2 R' U B2 D2 L B' U F;2026-02-25 12:10:22;7.87
10920;7.00;;D2 F2 R2 U' F2 R2 F2 R2 U2 B2 D2 U L' F D2 F' U R' B' L' F;2026-02-25 12:10:41;7.0
10921;13.73+;;U F2 U' R2 D L2 D' F2 R2 U2 F2 U' F' L B2 U2 F2 U F D B2;2026-02-25 12:10:57;11.73
10922;9.84;;R L U' L' U R2 D' L B2 R' F2 B2 D2 F2 B2 L B2 D2 F;2026-02-25 12:11:22;9.84
10923;8.79;;R U R' F2 R2 D' R2 D' L2 F2 D2 B2 F2 U' L F' R2 U B2 L2 B';2026-02-25 12:11:42;8.79
10924;9.66;;L2 U2 F2 L D2 R' F2 D2 R B2 R2 F U2 L2 U2 R2 F2 U' F' L2;2026-02-25 12:12:21;9.66
10925;DNF(11.84);;F R2 D2 R2 U' L2 F2 L2 D2 U' F2 L2 D R' B' U' L' R' B2 U R2;2026-02-25 12:13:02;11.84
10926;10.13;;R2 B' L2 U B2 U2 B2 F2 L2 U' F2 L2 U2 L D2 R D F' D' R';2026-02-25 12:14:11;10.13
10927;13.48;;B2 L2 D' F2 D2 R2 U' L2 U' F2 L2 D' F U2 L D2 U R B2 R' U2;2026-02-25 12:14:36;13.48
10928;12.21;;R2 U' F2 U2 F2 D L2 U F2 U R' F2 R2 D B' D L2 R2 B' L2;2026-02-25 12:15:11;12.21
10929;9.17;;F2 R2 D F2 U' R2 F2 D2 F2 U2 F2 L2 R' D2 F' R' B' R B U B2;2026-02-25 12:15:38;9.17
10930;9.25;;F R' L2 F2 B' R U' B' F2 L2 F2 U2 D B2 D F2 R2 D' B';2026-02-25 12:16:23;9.25
10931;10.99;;U2 L' B D2 F2 U2 F' L2 U2 B R2 U2 F' D2 R' D R' F R2 F L';2026-02-25 12:16:47;10.99
10932;10.63;;D2 U2 F' U2 R2 F R2 B' U2 F2 L2 F L' U' F' R' D' B' U2 F U2;2026-02-25 12:17:36;10.63
10933;9.93;;B' U2 R F2 U' L2 B L F D2 R2 F' L2 F' R2 D2 F L2 F2 D2;2026-02-25 12:18:16;9.93
10934;10.93;;D2 L B2 R2 U2 F2 U2 R' U2 F2 R2 D' B U2 L2 D' F' U' R' B';2026-02-25 12:18:56;10.93
10935;9.77;;R' F2 L2 U2 B2 U2 R2 F2 L2 B' D2 L D U F' U L2 D2 U2;2026-02-25 12:19:44;9.77
10936;8.61;;B2 L' F' D2 R U' F U2 F' L2 U F2 U2 L2 D F2 L2 F2 D L2;2026-02-25 12:20:10;8.61
10937;12.37+;;B2 U' L2 D2 R2 D' B2 U' R2 B2 D L U F L2 B' D F' L2 B L;2026-02-25 12:20:29;10.37
10938;7.40;;D2 R' U2 F L2 B' R2 D2 F D2 U2 F2 R2 L' D' R2 F' R' B' R2;2026-02-25 12:20:52;7.4
10939;9.27;;L2 R U2 F2 R2 B2 D F2 D2 L2 B D B2 L D F' R' D2 L';2026-02-25 12:21:16;9.27
10940;8.88;;U2 B2 L2 D' R2 B2 U R2 B2 D' F D L2 F' U R2 U2 B R';2026-02-25 12:21:35;8.88
10941;8.36;;B' D2 L2 U2 R2 B' D2 R2 F2 D2 R D2 R U' F' L' D' B' F;2026-02-25 12:21:58;8.36
10942;9.11;;R B R' B2 L F L D2 L U B2 L2 D B2 R2 D' L2 U2 R2 F2;2026-02-25 12:22:21;9.11
10943;8.61;;R2 B' R2 D L' U' B' L' B' D2 R2 L2 F' B2 U2 F' U2 R2 B';2026-02-25 12:22:40;8.61
10944;12.51+;;R L2 D L2 R2 D2 L2 D B2 D F2 L2 U B' L U' R B' D2 U;2026-02-25 12:23:03;10.51
10945;13.39;;F R U2 L D' R' F D R' F' R2 U2 F' L2 B' L2 D2 F2 D2;2026-02-25 12:23:26;13.39
10946;11.26;;F2 R D2 R' F2 D2 U2 L B2 R B2 R2 D R B' F' R2 D L2 R' B';2026-02-25 12:24:01;11.26
10947;8.56;;R' L2 D' B2 U2 B D2 R B2 D' F2 R2 D R2 F2 U R2 U' R2 D';2026-02-25 12:24:24;8.56
10948;9.67;;F' B' L D L2 B' U L' U F2 L B2 U2 L U2 L F2 U2 B2 D2;2026-02-25 12:24:43;9.67
10949;10.32;;B R2 U' B2 R2 U2 B2 U' L2 U R2 U B2 R' D2 R' B D2 R2 B U;2026-02-25 12:25:01;10.32
10950;12.23;;F2 U2 L U2 L2 R B2 R' U2 B2 F2 R U' F D2 U2 L' F' R2 U R2;2026-02-25 12:25:25;12.23
10951;10.62;;U2 L2 B2 L' D2 U2 L D2 F2 R D2 R2 D' B' D' R F' R2 F L';2026-02-25 20:55:44;10.62
10952;9.47;;U B2 U2 B2 L2 D2 U2 R' U2 R F2 L D' L' U' B R2 B2 D' F2;2026-02-25 20:56:04;9.47
10953;11.80;;R B D L2 U2 R2 B' U2 F' R2 F2 R2 U2 L B' U R D R2 U2;2026-02-25 20:56:23;11.8
10954;8.85;;U2 B' U' D2 B U' R D' B R' F2 L' B2 U2 D2 L' D2 L2 B2 D2 R2;2026-02-25 20:56:44;8.85
10955;9.39;;F U R' B2 R F2 R' B2 L2 U2 B2 D2 F2 R U F' U' L' R2 F2 D;2026-02-25 20:57:04;9.39
10956;9.96;;R2 D2 R2 F2 D' L2 B2 L2 D U L2 F U B2 L B R' B2 R' B2 D;2026-02-25 20:57:22;9.96
10957;10.78;;D L' B F2 L2 D2 L2 D2 R2 U' R2 B2 U L' R2 F' U2 B' F2 U;2026-02-25 20:57:40;10.78
10958;8.81;;D L' U2 R U2 F2 L2 B2 R2 U2 F2 B' U' B2 L' F' L D R';2026-02-25 20:58:00;8.81
10959;10.48;;L2 U2 R2 D' B2 F2 D2 L2 D' L2 U R2 F' D L F' R D R D';2026-02-25 20:58:15;10.48
10960;11.15;;R2 F L2 F2 L2 D2 U R2 D L2 F2 U' R U R2 D' B' U F L;2026-02-25 20:58:36;11.15
10961;11.61;;B2 D2 F' U2 R2 B2 D2 F L2 B L2 F L D' B' U F2 D L2 D2 B;2026-02-26 00:50:11;11.61
10962;12.46;;B' L U B R' D B' R F R2 D2 B2 D2 L B2 L F2 U2 F2 U2;2026-02-26 00:50:38;12.46
10963;12.54;;D2 U2 F R2 F L2 R2 D2 F' R2 U2 L U' B' R' B D U' R2 U F;2026-02-26 00:51:41;12.54
10964;11.88;;R2 U2 F B2 L2 F2 D2 L2 D B2 U2 L2 U' B2 F' D2 L' R' F U' B;2026-02-26 00:52:04;11.88
10965;9.97;;D L2 U2 L' U2 B2 L' R2 U2 L2 B2 U2 F2 D R B D L B2 R2;2026-02-26 00:52:27;9.97
10966;11.67;;R' L2 F' D B' L' D' F2 U D' F2 R2 F2 R2 U' L2 F2;2026-02-26 00:52:45;11.67
10967;12.48;;L' F2 L2 B' R2 B' R2 B2 U2 L2 D2 R2 B2 U' B R' U L2 F' L R;2026-02-26 00:53:07;12.48
10968;12.90;;R F2 U2 R F2 R2 D2 F2 R' F2 U L2 B' F' U' F D' L F2 R';2026-02-26 00:56:31;12.9
10969;10.90;;D R' D L' F2 B' U B L U2 R D2 R2 F2 L' F2 L' U2 F2 U2;2026-02-26 00:58:20;10.9
10970;11.04;;B2 F2 D' L2 F2 D' B2 D U2 F2 R2 U F R D' L' D' B D2 L' U2;2026-02-26 00:59:09;11.04
10971;11.00;;D2 R2 F2 D L2 F' R L B' U2 D2 F' U2 L2 F' R2 B2 D;2026-02-26 00:59:34;11.0
10972;12.50;;L2 B U L2 F' B' D' U2 F' U2 L2 D2 R2 B' R2 U2 L' U;2026-02-26 00:59:53;12.5
10973;11.37;;R2 D2 R2 U L2 B2 D2 B2 U' F2 L2 B U R' D2 B U L B F;2026-02-26 01:00:17;11.37
10974;8.79;;U2 F L D2 U2 L2 D2 F2 L B2 D2 R2 D2 R2 B' L2 D2 B' R U B';2026-02-26 01:00:42;8.79
10975;11.16;;L F B2 R' U' L B D2 F' L' U R2 F2 L2 F2 L2 U R2 U L2 U2;2026-02-26 01:03:25;11.16
10976;9.80;;B R F' U' B2 L2 D' R2 U' F2 L2 D2 F2 L2 R' D F2 L' U L2 R';2026-02-26 01:11:54;9.8
10977;9.24;;D' U2 L2 U' L2 F2 D U2 F2 R F' U' B2 U L2 F' R2 D2 U2;2026-02-26 01:12:14;9.24
10978;9.58;;L' D2 B2 D2 B D2 F' U2 R2 U2 F' U2 R2 U' R U B2 R' F D';2026-02-26 01:18:33;9.58
10979;11.22;;L D R2 B' D' F' U2 B U R D2 B2 L U2 F2 R' F2 L2 U2 R';2026-02-26 01:18:54;11.22
10980;10.98;;D2 L F2 U2 L2 D2 R F2 L D' L2 B' D F L B2 D2 U;2026-02-26 01:19:16;10.98
10981;10.86;;U' B' R2 D2 U2 L' B2 D2 R2 B2 R' B2 R2 F' L D' R' F2 U F2;2026-02-26 01:19:40;10.86
10982;9.35;;F' U2 F' R' D B2 D2 R U' F' R2 U2 F L2 B D2 B' R2 D2 F';2026-02-26 01:23:23;9.35
10983;12.54;;F' D2 B2 D2 R2 B' U2 F R2 F2 L2 F L B R' D2 R F R' D' L;2026-02-26 01:30:17;12.54
10984;8.63;;R U D2 B R2 U2 R2 B R2 D2 F U2 F D' L' D2 F U2 B' R' D2;2026-02-26 01:30:55;8.63
10985;10.67;;D R D2 L U2 B2 L D2 L2 B2 R F2 U' B L D R' B' L2 D2;2026-02-26 01:31:57;10.67
10986;8.94;;D2 R' U F2 L2 B2 U L2 F2 U F2 D2 U F U' R D B F' L F2;2026-02-26 01:32:14;8.94
10987;10.99;;F R' D2 R2 B2 L2 B' L2 D2 R2 F2 U2 F' L2 R B D R U' F2 L';2026-02-26 01:32:33;10.99
10988;10.08;;L2 D' B2 U2 F2 R2 B2 U2 F2 D L2 B L' F2 L2 D R2 F' L' B D2;2026-02-26 01:34:18;10.08
10989;9.00;;B R U2 F2 U B2 D F2 R2 F2 L2 F2 U B F L2 D R' D2 U;2026-02-26 01:34:38;9.0
10990;10.30;;D' U2 R U2 R' B2 R U2 B2 U2 R' F2 R F' D2 B R2 D R D' U';2026-02-26 01:35:11;10.3
10991;11.75;;D2 F L' B2 L2 B' R L2 D' L2 U2 L' D2 R U2 B2 R' D2 B2 R;2026-02-26 01:35:29;11.75
10992;10.12;;F D2 F2 L B2 D2 L D2 R' D2 U2 L B L U2 L2 R U B D;2026-02-26 01:35:50;10.12
10993;12.90;;B2 F2 U2 L2 D F2 U B2 D F2 D' L' F R' D' L' R' U' F L2;2026-02-26 01:36:08;12.9
10994;9.40;;R' U B2 L D2 L2 U F L2 U R2 B2 U2 D' R2 U2 B2 U' L2 B2;2026-02-26 01:36:31;9.4
10995;9.03;;L' B U' L F2 D' R B R' B D2 F R2 D2 R2 U2 B' D2 R2;2026-02-26 01:36:48;9.03
10996;10.05;;U B2 D L2 D U2 R2 U L2 F2 U2 F2 R' F' L2 U2 F R2 B2 D;2026-02-26 01:37:09;10.05
10997;10.16;;R2 L' U' F D2 L' B' D2 B2 U2 R U2 L F2 R B2 L' D2 F' R2;2026-02-26 01:37:27;10.16
10998;8.06;;L2 F R2 B L2 F2 D2 F D2 B' L' F' U' F2 R2 F R' D' B2;2026-02-26 01:37:47;8.06
10999;10.78;;D2 L2 F2 R F2 L' B2 R D2 R2 F2 D B' U' F2 L' D2 U' L2 D;2026-02-26 01:38:12;10.78
11000;9.23;;L' D' B2 U R2 F2 L2 U B2 U2 B2 L D' F U2 R' D' R' U' L2;2026-02-26 01:38:35;9.23
11001;10.77;;U F' U' R D2 B' R' B D' F2 B2 D2 B' U2 L2 B' D2 F U2 F;2026-02-26 01:38:59;10.77
11002;8.86;;F U' F2 D R2 D2 F2 R2 F2 U' L' D' L B L B' D2 R' U;2026-02-26 01:39:21;8.86
11003;10.68;;U' L2 F2 U F2 D' B2 D B2 U' R2 B2 F R' B' L D2 U' B' R;2026-02-26 01:39:38;10.68
11004;8.58;;B' R2 F2 L2 B2 D R2 F2 D F2 D2 U L U2 F' R' D2 B D' L B2;2026-02-26 01:39:57;8.58
11005;10.96;;F D2 F' R2 L' B' R2 U D2 R2 F2 D F2 U F2 D2 L2 B U;2026-02-26 01:40:18;10.96
11006;7.59;;D R' F2 U' R2 F2 D L2 U2 L2 F2 U' B2 D2 B' D2 U' B' F2 D' F;2026-02-26 01:40:50;7.59
11007;7.78;;U2 D' F L U' L2 F U' D' F2 R2 U F2 U' B2 R2 B2 L2 F;2026-02-26 01:41:09;7.78
11008;12.43;;U2 R2 D2 F D2 B D2 F2 D2 R2 B2 F U R2 B' R' D' B' U2 L' D2;2026-02-26 01:41:31;12.43
11009;8.94;;R2 F2 U F2 L2 D' F2 R2 D U2 R B2 R' D F U B L B';2026-02-26 01:41:53;8.94
11010;9.33;;B' U2 B2 F2 R2 D F2 U' F2 L2 U' R2 U2 R D L2 F2 R B D2 L2;2026-02-26 01:42:11;9.33
11011;7.61;;U' L R2 F2 R2 U R2 U B2 U2 F2 D F2 B' L' B' F2 D B F;2026-02-26 01:42:30;7.61
11012;8.10;;B' L2 B D' R2 B' D2 L F' U2 R2 B' R2 F2 B' D2 B' L;2026-02-26 01:42:49;8.1
11013;8.60;;D' B2 R F2 R' B2 R U2 R B2 U2 B2 R' F' R2 U' R' B' R F L;2026-02-26 01:43:10;8.6
11014;10.35;;B R2 B2 U2 R2 U2 R2 B' R2 U2 F2 U B R' F' D F2 D2 B' L;2026-02-26 01:43:26;10.35
11015;8.86;;D' F2 R2 F2 D L2 R2 U2 L2 D' B' R' D' L2 U' R U' B2;2026-02-26 01:43:44;8.86
11016;11.01;;D2 L2 B' R2 F' U2 F D2 B' D2 R2 U2 L' U R' B' L2 F U' R B2;2026-02-26 01:44:01;11.01
11017;8.64;;U' B' U2 F' D B2 L U R B2 U' L2 U' B2 R2 L2 D' R2 F2 B2 D;2026-02-26 01:44:20;8.64
11018;10.50;;D2 B2 U L' F2 L2 R B2 L' U2 F2 U2 F2 R' B' L F' U' R' B' R';2026-02-26 01:44:37;10.5
11019;10.50;;D2 L2 B' U2 L2 F' L2 F' D2 B2 D2 R2 L' B2 F2 U' R B D2 L;2026-02-26 01:44:57;10.5
11020;9.66;;F2 B R' L2 U' F R2 L B' F2 U2 R2 U2 R2 D2 B2 R2 D R2 D L2;2026-02-26 01:45:45;9.66
11021;10.93;;B D2 R2 D2 B L2 D2 F' U2 F2 R2 L' F' L' R' B' D L U B2 L;2026-02-26 01:46:07;10.93
11022;11.54;;D2 B' F2 R2 B2 U2 L2 U2 F2 R2 U2 F' L U F' U2 B D B R';2026-02-26 01:46:28;11.54
11023;7.49;;B' R' F2 L F2 R' D2 L' B2 R' D2 B2 R2 D U' L' B2 U B F2 L2;2026-02-26 01:46:47;7.49
11024;9.82;;U L2 B2 R2 U L2 D2 U R2 F2 R2 L' D R U' B L' F L' R D2;2026-02-26 01:47:03;9.82
11025;9.56;;F U2 R2 U' R2 D F2 U' R2 D L2 D2 R' D B' U2 L D U' F';2026-02-26 01:47:24;9.56
11026;9.15;;F' D F U' L2 U2 F2 D2 B2 U' L2 U R2 F2 R' B' R D U' F' R;2026-02-26 01:47:42;9.15
11027;8.95;;L2 U D2 L2 B' L2 D2 L2 R2 F D2 U' B' F L F' L R' F';2026-02-26 01:48:00;8.95
11028;9.72;;D' F2 U' L2 R2 F2 L2 D2 U' R2 D' R' F U' F' L' B D R' F D';2026-02-26 01:49:52;9.72
11029;9.78;;R2 F2 U2 F L2 D2 R2 D2 B' U2 F2 U' B' F R' D2 L' D2 U R';2026-02-26 01:50:11;9.78
11030;7.83;;R' F' D2 L2 R2 F' L2 F2 U2 R2 D2 R2 F2 D' R' F R' U L R';2026-02-26 01:50:30;7.83
11031;7.91;;F2 U2 R2 U' L2 U' L2 B2 R2 U2 B2 R D U' R2 B2 L' F' D' B L;2026-02-26 01:50:46;7.91
11032;11.07;;D F U B' D' L' B2 D' B D2 F2 R B2 L F2 B2 U2 R F2 R' F2;2026-02-26 01:51:08;11.07
11033;8.33;;L2 B2 D U B2 L2 D F2 L2 U' L' U2 R2 D B' R' D' B2 F2 R2;2026-02-26 01:51:28;8.33
11034;10.83;;D' R2 F2 L2 U F2 U F2 R2 D' L2 F' D2 L B D' R' U2 L U F';2026-02-26 01:51:44;10.83
11035;9.26;;D' R2 U' B2 D B2 U B2 U F2 L2 D2 R' B D R2 D B U B';2026-02-26 01:52:37;9.26
11036;9.67;;F2 U R F' D2 R L2 U' R B2 U2 L2 D2 L2 F B2 D2 F D2 L2;2026-02-26 01:52:54;9.67
11037;10.66;;F' L' U L' D' B2 R F R2 L2 F2 R2 B2 U2 R' U2 F2 L F2 B;2026-02-26 01:53:14;10.66
11038;11.97;;D B2 L2 R2 D2 B2 L2 U' B2 D' U' F' R B2 F2 D2 R' F' L F2;2026-02-26 01:54:17;11.97
11039;10.52;;F D' U2 F2 U2 B2 R' D2 R2 B2 R' F2 R2 U F D2 B2 L' B' F;2026-02-26 01:54:40;10.52
11040;9.99;;D2 R B2 L' U2 L U2 F2 R B2 L2 D2 F D' F2 U2 B R F2 U;2026-02-26 17:27:41;9.99
11041;8.35;;B2 U' L2 B2 U B2 U2 R2 U L2 R' D2 F D B2 D' L2 U' R2 U';2026-02-27 11:51:36;8.35
11042;9.70;;F' L U' L2 B L' F2 U2 R F2 D' F2 D B2 L2 U2 D B2 D2 R2;2026-02-27 11:51:53;9.7
11043;10.52;;U' B2 D B2 U F2 D' B2 L2 D L2 B' L R' F' R' D' L2 D' L2 R2;2026-02-27 11:52:14;10.52
11044;10.90;;U' R2 L D' L B' L' U2 R' F R2 F L2 U2 B' L2 F R2 B2 D2 L2;2026-02-27 11:52:47;10.9
11045;10.69;;F R' F2 D2 U2 L F2 R D2 U2 B2 R D' B2 F' R' D L2 D B;2026-02-27 11:53:06;10.69
11046;7.74;;F' R2 B2 U2 F2 U L2 B2 U2 F2 D F' L R D' F2 L' U' R2;2026-02-27 11:53:52;7.74
11047;8.40;;U2 L2 F' L2 F' R2 B2 F' U2 R2 U' B' R B' U' L F' D U L;2026-02-27 11:54:14;8.4
11048;8.71;;L' B2 R2 U F2 D2 B2 U' F2 R2 D2 F L' R D F U' L2 F' L';2026-02-27 11:54:31;8.71
11049;12.87;;B U2 L2 R2 D B2 F2 U F2 U B2 U' L D2 R' U' F2 L F' R' B;2026-02-27 11:54:50;12.87
11050;8.92;;L F2 L D2 F2 R' D2 F2 U2 R2 B' U R' U2 R F2 D L2 F L2;2026-02-27 11:55:18;8.92
11051;9.73;;U L' B D R' U' F L D F2 D' F2 D F2 L2 D2 B2 U' R2 B2 F;2026-02-27 11:55:36;9.73
11052;8.76;;R' L' D R U R F' D B' L D2 L2 U2 L U2 B2 R B2 L' D2;2026-02-27 11:55:56;8.76
11053;8.13;;U2 F U' F2 R2 L' U' L' F' R F2 D F2 U' L2 D R2 B2;2026-02-27 11:56:13;8.13
11054;12.46;;F' D' F U2 B2 U R2 D2 R2 F2 D' B2 R2 F' R' U2 L F' R2 U';2026-02-27 11:56:29;12.46
11055;10.23;;U B2 U2 B2 U2 L2 R' D2 L' R2 D F U' B' R' B2 L D F2;2026-02-27 11:57:37;10.23
11056;9.38;;U L2 R2 B2 U' R2 F2 D' L2 F' D2 R B2 D B2 U L' U';2026-02-28 12:50:49;9.38
11057;9.62;;B R2 F U' B2 L U' F' D B' R2 F' R2 U2 D2 B' D2 B' U2 L2;2026-02-28 12:51:07;9.62
11058;11.06;;L F2 D2 L2 R2 D' L2 U' B2 U R2 U2 R D' F U F2 U B' D;2026-02-28 12:51:27;11.06
11059;10.96;;F B D' L' F L U' R' F2 U2 F' U2 R2 U2 L2 B2 L2 B' R2 F' L';2026-02-28 12:52:14;10.96
11060;11.34;;F2 R2 D R2 U' L2 D' U2 R2 F2 U2 F R2 U' B D2 R D L F';2026-02-28 12:52:33;11.34
11061;10.06;;B U2 L2 R2 B2 L2 F R2 B R2 U2 D' B L2 F' R' B2 D B' F' L;2026-02-28 12:52:54;10.06
11062;10.12;;R2 B U2 L2 D2 L2 F D2 R2 U2 R2 F2 R' D2 F2 D R' B L D';2026-02-28 12:53:11;10.12
11063;9.99;;R' B D F2 U2 B2 R2 D L2 D B2 L2 U2 L2 F D B2 U' L' F' R2;2026-02-28 12:53:29;9.99
11064;11.45;;D F' D R' F' U F L' U2 R B2 L' B2 D2 B2 D2 R2 F2 R;2026-02-28 12:53:48;11.45
11065;9.90;;R2 F2 R' D2 B L U D' R F' U' R2 D' B2 U' R2 F2 B2 D2 R2;2026-02-28 12:54:09;9.9
11066;7.95;;L D' B2 F2 L2 U' F2 D2 L2 D' F2 L2 F' R' D' U2 R2 U L2 B2;2026-02-28 12:54:28;7.95
11067;8.45;;B2 R' L' U' D2 F U L' U2 R2 F B2 L2 U2 B R2;2026-02-28 12:54:56;8.45
11068;10.32;;R2 B' L' F2 R D2 B U' L R2 U B2 D R2 F2 U F2 U F2 U2;2026-02-28 12:55:17;10.32
11069;12.70;;R' U2 F2 U' L F' L2 B' R2 F2 R2 U2 L B2 R F2 B2 L B2 F;2026-02-28 12:55:49;12.7
11070;9.18;;R F2 U F2 L2 R2 D L2 F2 D2 R2 D2 L D' B F R D F R;2026-02-28 12:56:24;9.18
11071;10.98;;D2 R' F L2 F D B R' D2 L2 D2 L2 F R2 F B L2 F' R2 U2 R;2026-02-28 12:56:43;10.98
11072;9.12;;U' F D B2 R' D2 B' U' R F2 R F2 R2 F2 R D2 L F2 B2 R2 B';2026-02-28 12:57:03;9.12
11073;9.62;;B2 D2 L U2 B2 L' F2 L' R2 B2 L' U2 F D2 U B R F L' U R';2026-02-28 12:57:24;9.62
11074;11.39;;L' D2 R' F2 U2 L2 F2 D2 U2 R U2 R B R D B F2 R2 U R';2026-02-28 12:57:55;11.39
11075;10.16;;R' F2 R2 B2 L2 F L2 F D2 B' U2 F' R' U' L2 B F U2 B F2 R';2026-02-28 13:00:29;10.16
11076;9.64;;B' D2 F' L2 B2 F' D2 F2 D2 L B' R B' U2 F D B2 L' R';2026-02-28 13:00:51;9.64
11077;8.34;;R2 B' R2 B' D2 B' F2 D2 R2 F' D2 F' U L2 D' B' U' B2 L F2 D;2026-02-28 13:01:08;8.34
11078;9.16;;B2 L2 D2 U2 B R2 F' D2 B' F2 D2 U' R' B' R U B D' L R' U2;2026-02-28 13:01:27;9.16
11079;8.29;;R' U2 B2 L F2 D2 R D2 B2 D2 U2 F' D' F2 D B' U B L2 D';2026-02-28 13:01:43;8.29
11080;10.25;;B' U' B2 U2 F2 D2 L2 U2 F U2 B2 F2 L F2 U' B D R' D U;2026-02-28 13:02:01;10.25
11081;7.27;;D' F2 L2 D' B2 U F2 U B2 F R' F2 R' B' R B L' U' L2;2026-02-28 13:02:18;7.27
11082;9.30;;F2 D' F2 D2 L' R' D2 R B2 R B2 U2 R2 D' L' F L2 B D F2;2026-02-28 13:02:36;9.3
11083;10.46;;F L U2 R2 D2 B D2 L2 B' D2 B' F R' D' B2 R' U' B' L';2026-02-28 13:02:55;10.46
11084;10.08;;U2 F' U F' D' B R B' U2 D2 R F2 D2 F2 L B2 U2 L B2;2026-02-28 13:03:18;10.08
11085;8.80;;D' F2 L2 D' U2 F2 D' B2 L2 U' B' D L B F' R' U B D2 F;2026-02-28 13:03:43;8.8
11086;8.71;;D2 F' U2 F' B' R' U' L2 B' L2 F2 U2 R2 U D2 R2 B2 D R2 U';2026-02-28 13:04:00;8.71
11087;9.62;;B' R B' D2 R2 B L2 R2 B U2 L2 B' L2 D' L2 U' B D R F' D';2026-02-28 13:04:16;9.62
11088;10.22;;R' D F2 D U B2 L2 D' R2 U L2 R' B2 R D' F U' B D';2026-02-28 13:05:40;10.22
11089;9.17;;R2 L2 F2 D2 B2 U F' U2 R D2 R' B2 L2 D2 L B2 D2 R U' B';2026-02-28 13:06:09;9.17
11090;9.80;;D L2 U2 L2 B2 D' L2 B2 L2 U2 B2 U2 B R2 B L D2 F2 R' U2 B';2026-02-28 13:06:26;9.8
11091;11.70;;B' R F2 U' D2 L B' D' F' D2 R' F2 B2 U2 L' D2 B2 R' F2 L' B2;2026-02-28 13:06:45;11.7
11092;9.56;;L B L2 F2 U R2 F2 R2 D' R2 F2 U' F2 U2 F D' F' R B' F' R';2026-02-28 13:07:09;9.56
11093;10.94;;F' L2 F2 D2 B' L2 F' R2 U2 L2 D' B2 R U F L2 R2 U R;2026-02-28 13:07:30;10.94
11094;10.66;;L' R2 B2 F2 D' L2 B2 D B2 U' F2 U2 F R' F D' F D U' F2;2026-02-28 13:07:50;10.66
11095;8.64;;L2 U B2 L2 D' B2 U2 L2 U F2 R2 B2 F' R U2 B' R2 U' F2 D2 R';2026-02-28 13:08:09;8.64
11096;10.89;;R2 D' B2 U R2 F2 L2 B2 U' B2 U R' D F' D R2 U' L F2 U' L';2026-02-28 13:08:31;10.89
11097;9.18;;B2 R2 F2 U2 R' B2 D2 R F2 R2 B2 R' F' L' B' F R2 D' L2 U' L';2026-02-28 13:08:58;9.18
11098;10.28;;D2 B' D2 F2 L2 R2 D2 B' L2 F' D2 F2 R' F D2 F' U B' R2 U F2;2026-02-28 13:09:19;10.28
11099;9.59;;D B R2 F' L2 D2 F' D2 F2 L2 R2 F' U2 R' B' F' U' F L' D2;2026-02-28 13:09:40;9.59
11100;11.16;;U2 B D2 F' U2 B' D2 B' D2 U2 B2 R2 L D U F' D2 R U B' L2;2026-02-28 13:10:50;11.16
11101;8.57;;R B L2 D2 R' B2 U2 L B2 L' R2 U2 R' U2 F D R B F' U F';2026-02-28 13:12:23;8.57
11102;10.67;;D2 F2 R' D2 U2 R' F2 D2 F2 D2 L' F' R2 B' U' F L2 B R';2026-02-28 13:13:03;10.67
11103;8.80;;R F2 U2 L2 U2 F L2 B' U2 B2 U2 F2 U' R D R D2 B2 D' R';2026-02-28 13:13:24;8.8
11104;11.00;;U R B2 U2 R2 D' B2 D R2 F2 D' B2 F2 D F D L2 R' F' L2;2026-02-28 13:13:46;11.0
11105;10.67;;L F D F2 B' R' F D L D2 F2 U2 R2 B2 L D2 L' D2 F2 L' B;2026-02-28 13:14:06;10.67
11106;9.14;;U L2 F2 U2 F U2 F2 U2 R2 B' D2 L2 D2 R' F D' B2 D B R2 D;2026-02-28 13:14:27;9.14
11107;6.86;;F2 D R2 D B2 F2 R2 B2 F2 D' R F2 R2 U' B' U' L B D' L2;2026-02-28 13:14:45;6.86
11108;10.31;;U R' U' R F D' B D2 R D2 L' U2 L U2 R2 U2 F2 U2 R2 U;2026-02-28 13:15:03;10.31
11109;9.76;;B' U2 R2 B' U2 F2 D2 L2 U2 B U2 R' D2 L' D2 U' F' L' R2 B2 L2;2026-02-28 13:15:25;9.76
11110;9.08;;U2 F D' U B2 U L2 U' B2 F2 U2 F2 R2 L' B' L' U' L' F L R;2026-02-28 13:15:47;9.08
